,,,,,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
,,,,,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8
,,,,,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7
m,1,a,0,0,NaN,0.00226127667033102,0.02544499283046,0.00154649360938265,0.00277995778702618,0.00976140429035419,0.00209487577272651,0.000468395155635494,0.0215349723243475,0.000253272187110324,0.0014516492510936,0.00497889808315457,0.00509552501521083,9.93547419483566e-05,0.00290621761145726,6.55181674730403e-05,0.000340898726810777,0.00124292366630409,0.00155675980339457,0.394043594155077,0.331544324771807,0.716769447678742,0.173624907589243,0.111684690982238,0.0957736522475461,0.438780933005667,0.548758469139401,0.108518156677461,0.0435840173544545,0.0330562827146994,0.534688194978526,0.0182509348666691,0.0762421654014447,0.00620110065618321,0.00229017672565419,0.00501479039695286,0.562441531896632,0.23009751356804,0.0181843078692518,0.0723475755625426,0.0418910749202285,0.00361342481737917,0.444856774627937,0.171827335118935,0.0249796795716226,0.0239139256641129,0.00996702355339955,0.00114809113401666,0.127850676361047,0.0582838498743659,0.00300983042779181,0.0102493165475704,0.00354425495153936,0.000505930143355606,0.128483667164423,0.193326545383422,0.739641719977147,0.908505785450758,0.531055310401706,0.182112218362726,0.396986380233653,0.440414871390222,0.426046592339658,0.114887044214977,0.0614323552350247,0.00833372405888826,0.879926932024166,0.585208316538881,0.030457034731185,0.0815068542681479,0.019352528496649,0.00290078342322616,0.159326776739771,0.00406690133113827,6.32319350632866e-05,0.00235808465760476,0.00270031282483727,0.00166119504385454,0.000477114032905591,3.30861559190679e-05,4.10738489339979e-05,3.790144842321e-05,6.1560001767576e-05,6.35845526831709e-05,0.000265986951458734,3.95641096218911e-05,5.22464539124765e-05,6.0571163318411e-05,2.53861252090994e-05,8.36494237453769e-05,0.0341106138353725,0.653656199094161,0.195315837223129,0.496309266332872,0.295737064758499,0.208915946862647,0.185027044375505,0.014859957324944,0.00171391229341191,0.0013039858157954,0.000158021248804159,1.47459714918867e-05,0.0396952351968956,0.000945361947354525,0.000625380698397961,6.93979253197958e-05,5.06095223117716e-05,4.80395627800546e-06,1.27793485934881e-12,4.16163656251591e-14,1.95796920989294e-12,2.06856938962568e-12,1.97862083954768e-11,1.48705062060055e-10,1.13717090508723e-11,1.00138487183407e-13,5.77158925564119e-12,3.16473938070784e-11,1.34058444225323e-10,1.41916598616607e-09,1.69974312397845e-09,3.68486876522198e-11,4.65992480547674e-10,8.00766650137546e-10,7.33720466995265e-09,1.8084258434682e-07,8.43423467393188e-10,8.68561599416424e-11,3.58943357477931e-12,1.23198213537794e-09,6.89185601234896e-09,2.69485189603199e-08,1.50247700229226e-10,1.45258842865204e-14,4.89875647943686e-13,3.36686481909075e-12,1.2672514878887e-10,7.97791912194916e-10,2.76331990455089e-08,1.22770025689044e-10,7.50874091756736e-10,3.85805590012349e-09,2.26290200939107e-08,9.35365843497595e-08
m,1,a,0,1,0.00226127667033102,NaN,0.14799738426251,0.341529058619978,0.546676582577612,0.970795092648476,0.13736797067518,0.103922839766233,0.521104441428876,0.0606024375174571,0.304023436080819,0.685526958871415,0.505849602423284,0.0242364692510384,0.544575541069301,0.0111207637741591,0.0884100022658465,0.272393432356105,0.000709313679723328,0.0284639107604274,0.00209083137010378,0.0296604402919376,0.185675067229838,0.283069289712298,0.00293636676205151,0.0568994801666053,0.0383451143645802,0.331967233699341,0.438676038981594,0.709546965443566,0.0147050743825706,0.864119959970305,0.346483495932284,0.533475974023925,0.334011640183116,0.565776984887808,0.132534997629142,0.375161941423091,0.761268187079491,0.708273732101695,0.916212588922828,0.393598569690927,0.161929689897387,0.446385958722897,0.773564380834379,0.889384354400228,0.62865688307805,0.205665888260801,0.507946075365364,0.822845707801508,0.324059862860051,0.625529066489484,0.376644474448385,0.118581437246532,0.0193312013010744,0.0116182702952022,0.178652214662605,0.0955315948365675,0.257504563317565,0.522271689494868,0.0228576722494031,0.0215995019395416,0.280030999448681,0.670166380893647,0.913264390191246,0.538980348494573,0.0465181133475583,0.199265633648083,0.872044558619227,0.772433973485004,0.726797006347893,0.323674714154156,0.564612313726945,0.402529966067896,0.0224920426567354,0.26584661164439,0.280617889708409,0.202721977709664,0.109793689237827,0.0126659075703298,0.0144824316093123,0.0143785018086141,0.0215416794313516,0.0202310225196329,0.0689121099731184,0.014728460152259,0.0171416661662567,0.0204358983607196,0.00998325795173876,0.0225783470111033,0.0024063154763526,0.0498373454976136,0.626779993436797,0.259396268337456,0.429116952307801,0.512076902638638,0.607335978397871,0.644833296152833,0.188895552198418,0.179847780555698,0.046704173733499,0.0059571586201459,0.799788352117339,0.14922190955828,0.0971922696141884,0.023881948873062,0.0181582796345235,0.00199930664416571,4.331428190755e-14,2.04257961958069e-16,8.08783747200628e-15,7.68182393368065e-15,1.26415698696575e-13,9.60749145860915e-13,1.20799248308869e-13,1.11865733182335e-16,5.94977425366763e-15,5.10546953696526e-14,3.06450447395871e-13,4.18381972378172e-12,1.2729635271603e-11,4.397144071671e-14,2.93312812554171e-13,7.07758759912806e-13,1.14948921928162e-11,5.54349581347714e-10,1.21719714230541e-10,3.71799665733901e-12,6.3955928124575e-14,2.97499413404195e-11,2.52247945787684e-10,1.03836555368341e-09,7.79909837308515e-12,7.80568493027251e-17,1.38873532275871e-15,1.37487290454381e-14,9.90035537201878e-13,6.90871259525821e-12,1.17186435516418e-09,9.09000286764858e-13,2.37303240851927e-12,1.56282412299662e-11,1.23943828936005e-10,6.4860638870204e-10
m,1,a,0,2,0.02544499283046,0.14799738426251,NaN,8.83586380304343e-05,0.0193899217571633,0.234718417930901,0.609162762930803,0.00334349583975448,0.28123465145295,6.21185298165106e-06,0.00546703999383825,0.0789311064650388,0.768563152800217,0.000107517965075588,0.0028142574082563,7.68952829378034e-07,0.000489534173710241,0.0108261065634248,0.00134495169070945,0.0764247628578206,0.00604752492035588,0.0741102751239868,0.495004842001989,0.712122243566361,0.0099676775410702,0.232683504544556,0.0879112855485436,0.817294678765068,0.853224347311325,0.57554237629413,0.0467085142818502,0.347111396283021,0.937574516721752,0.0271161938153688,0.0162282600568143,0.0715636145365454,0.290319161662872,0.717827102835697,0.315667774310081,0.795879496556554,0.574468359783502,0.0917302727073316,0.356260274566689,0.836786062735455,0.354237569926428,0.399710235646252,0.212799407168504,0.0301634230050858,0.942517602673145,0.680941538631861,0.0743124005553551,0.214583571087871,0.0887126274574456,0.01246627306698,0.0306113321907799,0.0223469709412232,0.333801232426158,0.196192927117531,0.472208186164694,0.906128943027881,0.0458503277155258,0.0448958225770944,0.52638744938246,0.89452780059218,0.628896496510128,0.175019443411755,0.102280677448778,0.385971115886127,0.420904398880753,0.764903057317029,0.308997131843186,0.072531426447477,0.96546032273338,0.0999647964789079,0.00112017229980635,0.0578826634577608,0.0646629625727229,0.0407680171631492,0.011894215434703,0.000455135740137013,0.00079740722205925,0.000591061287404001,0.00116027648497382,0.0013647563635101,0.00635969323662408,0.000681721672798063,0.00109516641883682,0.00122288644348855,0.000385996284841421,0.00195303930716095,0.00433434967004751,0.0983021848745864,0.992292978399182,0.482568015616449,0.744014085214031,0.876770046938893,0.982915859707555,0.254238894811177,0.0402630064314434,0.0328457907561963,0.00349456448231213,0.00016595701104395,0.414768658184465,0.0241946645578342,0.0154842612618477,0.00133226911938883,0.000927520350318302,3.97392131973336e-05,1.42112982528243e-13,6.77211866852782e-16,2.42192153915627e-14,2.2539487411628e-14,3.81572361320141e-13,2.76521190757948e-12,3.81227795152812e-13,2.30516578406243e-16,1.21456538311829e-14,1.20095607228757e-13,7.72519591258359e-13,1.06637986951889e-11,3.47860472225614e-11,9.46205589883199e-14,5.0732083365634e-13,1.38348942667547e-12,2.5846640469684e-11,1.32436939573039e-09,2.27199701047892e-10,9.96549144237684e-12,2.09904217545296e-13,7.83387825751558e-11,5.98346553171454e-10,2.353948350406e-09,1.98119056160728e-11,2.68863975950666e-16,3.91591073338378e-15,4.06942846008012e-14,2.88957053677212e-12,1.92859799340263e-11,2.61526770920991e-09,2.64874156346644e-12,6.16524213406219e-12,4.05928553281158e-11,3.17397453074274e-10,1.62444492207692e-09
m,1,a,0,3,0.00154649360938265,0.341529058619978,8.83586380304343e-05,NaN,0.761177131370682,0.227192642788464,0.0228583027717814,0.697680838098378,0.00904426358762788,0.00479683398286838,0.451393900393463,0.697008845158296,0.127900518321288,0.101026645948923,0.699364766297732,0.000116138655265085,0.0360696963517967,0.364598912178668,0.000742925151235818,0.0204576438005142,0.000181164998251066,0.0107910201261073,0.0162919286350533,0.032839961154716,0.00201749799219578,0.0205734638368165,0.00427095923219796,0.0515724836728835,0.0173631128609899,0.121550467442969,0.00877882132650255,0.333692392748168,0.0295672842182641,0.910961879623985,0.552062518663524,0.999027296872792,0.0315470215778857,0.139866912981315,0.888968220491278,0.340802536881512,0.525026445725275,0.62020349214252,0.0372656565392568,0.173867514473092,0.903124531796511,0.725612971235241,0.958130984936116,0.31232272788119,0.200247353612811,0.448528775369741,0.503088345473812,0.949999571892983,0.590298998497915,0.165333484144613,0.0118789936303379,0.00476452354498198,0.0753300419358877,0.0304687474556412,0.112374458345592,0.24967562276093,0.00816424781096099,0.00678698170331767,0.113376046132683,0.352590848163036,0.568022660465219,0.82112880767662,0.011212467554011,0.0751862650843251,0.779475305022655,0.428712772297736,0.948885623550394,0.503656394266922,0.277675947853959,0.629858158421186,0.0213275919261846,0.408291333225469,0.430701714938284,0.306567606792396,0.152578127138174,0.00946580028247764,0.0140127888976279,0.0119009602507304,0.0211783271255537,0.0217338929541449,0.0890916422775203,0.0130959902483498,0.0178446738648537,0.020966998247237,0.00781192749429541,0.0264969173060585,0.00118610634059551,0.0185591988961807,0.364076529038733,0.108749662091672,0.20933704227707,0.253729768986411,0.337617268635137,0.947232210476184,0.283778994112877,0.270128355650316,0.0552570275512256,0.00353668832833009,0.909173787318609,0.220621402155786,0.139378935167863,0.0240271696267379,0.0172107209394407,0.000838162961804198,4.74175462992691e-14,1.35428680378507e-16,3.98947283772237e-15,3.55803353233389e-15,6.84846731193868e-14,4.67753754819817e-13,8.31580821835637e-14,2.4144063175815e-17,1.05614781756546e-15,1.2134036622778e-14,8.64762687557499e-14,1.22363245963302e-12,5.77257812083591e-12,8.24495030985944e-15,2.84367459205024e-14,9.14252793287745e-14,2.08331592146182e-12,1.28777691665935e-10,1.06111926220716e-10,3.2381199242397e-12,5.6036833895489e-14,1.9929789914111e-11,1.69556012798836e-10,6.62814452876401e-10,6.77013035166835e-12,5.75669443637118e-17,5.8406847588065e-16,6.55347961865118e-15,5.26662678119544e-13,3.45547014685533e-12,7.61814159445848e-10,4.73896648923079e-13,7.45293296945454e-13,5.14263842281045e-12,4.29239517589787e-11,2.31261402225008e-10
m,1,a,0,5,0.00277995778702618,0.546676582577612,0.0193899217571633,0.761177131370682,NaN,0.0682167105197607,0.0439785421368883,0.674333399662917,0.105757562465723,0.0208363416059337,0.110681876214691,0.739591903986987,0.186592872045054,0.181901973534985,0.945334989026203,0.000386311588527785,0.00160189404208838,0.0813731233310377,0.000870326610937206,0.0226112126114709,0.000345816051063671,0.0216858019588318,0.0124904639203643,0.0173622664651285,0.00406001305147207,0.0583201725457757,0.018935772927539,0.136344435560254,0.0297259221539553,0.0464636122325099,0.0141380089443651,0.514833062377707,0.110045899189941,0.933757935233754,0.337514963037388,0.806494616266098,0.0249195795726597,0.128025109188406,0.955584366613376,0.335035469027888,0.542138816180243,0.493863712080271,0.0283987407690656,0.160600827602711,0.964897129151786,0.771557269652925,0.866500222734182,0.19535572858924,0.184425586295735,0.457055949604321,0.38983926259841,0.859178724493004,0.46853593329185,0.0817646094704849,0.0121205800427299,0.00464611780355052,0.0729003007329536,0.0275393069559063,0.109277190485175,0.246531371287845,0.00772858945447152,0.00623874517119522,0.107912254529521,0.356011056572852,0.593372097713058,0.722729761106009,0.0093575671845403,0.0705370347398531,0.829460226912427,0.438279887718886,0.982007627819164,0.387763627541526,0.276004620699831,0.510371439777571,0.00542280389214741,0.306003490202522,0.329732967745878,0.219472850477416,0.0773101719198987,0.00157237499016305,0.00426761280557764,0.00245942555073175,0.00602667883174244,0.00788979292156217,0.0401566353709904,0.00322748544762253,0.00622240129265764,0.00676915252905348,0.00158320847173027,0.0116765935993894,0.0011919654261078,0.0176335585350397,0.373730946735391,0.10466784556415,0.208081503483559,0.252859849903534,0.344298592483256,0.868158166862719,0.206346755923253,0.185246639726977,0.0210003355923426,0.000438207077268216,0.963623296555049,0.142504557115388,0.0878928179550483,0.00704686671714508,0.00468637084438306,6.89074099966435e-05,8.74863105549344e-14,3.58369671353497e-16,8.42779590246918e-15,7.50377738661468e-15,1.25851956789881e-13,7.75488965549247e-13,1.53262513415543e-13,5.81215707057791e-17,1.98963446272141e-15,2.15465025017826e-14,1.44317446583549e-13,1.82435318221763e-12,8.50620500317141e-12,1.41976207020902e-14,3.91833576001296e-14,1.28881201653525e-13,2.77821925647924e-12,1.54424636173414e-10,1.27098500785218e-10,4.79963589613412e-12,1.0525715635978e-13,2.80660763354434e-11,2.1850275050124e-10,8.18040212181993e-10,9.61990817475836e-12,1.62191176853185e-16,1.34022102104617e-15,1.34272316182195e-14,8.74075838538525e-13,5.24175151724982e-12,9.34147552263438e-10,7.89380969716205e-13,1.1478817579604e-12,7.34860550765235e-12,5.68675289633211e-11,2.8979697873435e-10
m,1,a,0,7,0.00976140429035419,0.970795092648476,0.234718417930901,0.227192642788464,0.0682167105197607,NaN,0.170136851403222,0.333126958596672,0.557110408802854,0.0078925489626339,0.0139601075882632,0.0736423477744792,0.511255638970154,0.0760517616183669,0.433388105767445,0.000378233883711199,0.000383487572544737,0.00155842637915955,0.0010434377958453,0.0372522911827714,0.00109098051504925,0.0447559553371411,0.0733200158169913,0.0921925397421268,0.00783832530708314,0.143288632772676,0.0608688250545003,0.355277463303339,0.304962004698874,0.469457198260553,0.0305594941219025,0.924807743428164,0.36070167821166,0.466940647970363,0.116923902603181,0.223376650828747,0.0590974764534362,0.261661303650254,0.65265107316892,0.628335533993383,0.911087264860929,0.19302171740154,0.0702922911102794,0.32714666461837,0.687098477407582,0.817972034314149,0.465462614642203,0.0490931056259073,0.382307428191227,0.785959598883596,0.153906722600074,0.466394380133588,0.186440326567087,0.0148093699682736,0.0168415723466594,0.00783048362493246,0.128654781598521,0.0547231225470718,0.192936312083732,0.43721166728786,0.0139473459321094,0.0118753060498418,0.201165824486867,0.605585959185614,0.911577095582015,0.376225507501219,0.0204439390398766,0.133700097684594,0.808132597427489,0.728846626637288,0.6213875460615,0.149528401828042,0.483833444965518,0.212732164645862,0.000519729951365104,0.117533102219302,0.132919362440211,0.080565808280341,0.015170037521485,9.98130776883021e-05,0.000575551818862303,0.000197725299234127,0.000684015904694867,0.00128878024817192,0.00721807043315422,0.000325329662777023,0.000985492611558195,0.000931304970710335,0.000133932101852416,0.00249670240910136,0.00183988117061001,0.0317403461966891,0.578497368412969,0.189625794605176,0.354950781149733,0.434642865832701,0.550651972495461,0.520843485961556,0.0804458262256112,0.0627813562807211,0.00310161574727638,2.32321946526748e-05,0.7375559442925,0.0438512599792752,0.028167194995165,0.000816530143662513,0.000518411531263826,2.91550491435112e-06,1.62465132983173e-13,9.03525305738644e-16,2.02851771195654e-14,1.82710833160677e-14,2.77844133117989e-13,1.66490230877542e-12,3.20594470636092e-13,1.70454747352382e-16,5.50331095818263e-15,5.5381726516086e-14,3.50019225337091e-13,4.18428534135128e-12,1.74622367994614e-11,3.76436703019903e-14,1.07796436778684e-13,3.40117579802898e-13,6.74299813710349e-12,3.40120995110779e-10,1.76411623513451e-10,8.15328082984408e-12,2.0975545749135e-13,5.00262774157483e-11,3.63473319052794e-10,1.33862071007387e-09,1.58097269878533e-11,4.1266177638615e-16,3.44772736180453e-15,3.20865582806236e-14,1.83800322127775e-12,1.06579845031165e-11,1.50925137749234e-09,1.67130607965856e-12,2.62938203434956e-12,1.60901537582886e-11,1.18461824006292e-10,5.81747920565815e-10
