,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
,,,,,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8,0,0,0,0,0,0,5,5,5,5,5,5,8,8,8,8,8,8
,,,,,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7,0,1,2,3,5,7
d,1,a,0,0,NaN,0.630810782046774,0.267177629916938,0.328189569406815,0.486982426756856,0.649459798519575,0.0606174859469245,0.131579446094383,0.391682001666734,0.278949050250931,0.438782817825834,0.471414638063051,0.147871222220894,0.120468445244898,0.0972309709450691,0.0722148812099554,0.109156758585684,0.0670038926406269,0.0256773947114539,0.561798065149839,0.940807636905408,0.426546807932584,0.530491684642438,0.353949697524783,0.793390941734491,0.631720673954962,0.457779610549819,0.957029362150524,0.562541358834602,0.718848818582478,0.207121961945068,0.237567898959665,0.178780549713359,0.303324647152082,0.164003741267608,0.134125878313813,0.921085980616047,0.274846673597139,0.0740438963150008,0.130092252093688,0.0869000299505376,0.0252132342743516,0.876053752095218,0.317099628250163,0.043789844886264,0.0270984502046758,0.0250529812853466,0.0104167046841921,0.400506951415052,0.0372444403398813,0.0111521645223336,0.0108314827182941,0.00907161921684934,0.00483777195941318,0.915159865343409,0.702783331576259,0.942526692155054,0.534588988717829,0.24257493306956,0.381632187658218,0.663639330898928,0.704034763251682,0.661448673095961,0.136235217341889,0.0804478460351165,0.0649276707033473,0.86607093096752,0.250697272064517,0.0882107360327418,0.112542536156912,0.0526789104640482,0.0438312263977515,0.0982132879615596,0.00390552436076356,0.000268553642894492,0.00234866547880139,0.00379456222237602,0.002612720169595,0.00200943654452682,1.12181739952969e-05,9.33494972245167e-07,1.11377760455801e-06,4.9021766091151e-06,6.17438099200831e-06,0.00166105089399244,1.21440297148979e-05,6.05135567109097e-06,1.26812153080049e-06,1.42357331040067e-06,4.91114450209943e-09,0.484783693069765,0.239183198044405,0.0919190504958392,0.392307047461639,0.19286449680288,0.275033531974268,0.0644647614877188,0.0288118753660512,0.00260029370548465,0.00103484188366934,0.000187007029871903,0.000133533733179015,0.0401467018140492,0.00189972470322171,0.00181250312605656,4.52941247637196e-05,2.80126476999981e-05,5.12964944330122e-06,0.0205735776081806,0.0907849647663705,0.165810159866015,0.16363886978775,0.156868598346685,0.295100391803607,0.136277884520452,0.163181460234619,0.434848225775833,0.545776745914866,0.553146815640828,0.856278063876926,0.576258685488788,0.565305879819543,0.967720866846377,0.948426210230078,0.828641771754559,0.291196665399358,0.00828788323515385,0.157751700559478,0.0588119355310478,0.168388262112564,0.164211928339118,0.181455860908988,0.032985090460802,0.064849678103435,0.205018589246737,0.228912249705402,0.361076166616293,0.476471751184415,0.271972882390977,0.532588125233409,0.951432674475001,0.885101061226646,0.816550285494344,0.668702595718705
d,1,a,0,1,0.630810782046774,NaN,0.416547481952977,0.540058530920402,0.919665876464333,0.804664997767915,0.667256850667258,0.315004656813899,0.734975531694956,0.499887094665022,0.87095744835543,0.968811090788317,0.756680783834003,0.364219760926682,0.174344961399375,0.107101025577558,0.236437649163385,0.202035242933837,0.0215019372611724,0.317216970238172,0.810679132784275,0.657090655591486,0.964726118283679,0.818846354852939,0.444469885496363,0.883791257918164,0.754979130816721,0.589615626900586,0.186677930495592,0.797650213953474,0.430120014998219,0.405138652847285,0.258159454029592,0.417822502578487,0.297654825621826,0.287087533173027,0.608365990072582,0.589835077334167,0.214380520728702,0.33385724256192,0.275838663124645,0.0883371062239238,0.562861481951166,0.656926764207693,0.137556653311115,0.0957898489296109,0.0850359305136954,0.0419648920559065,0.735180407794461,0.144665129266253,0.0376524927768384,0.0440194997873306,0.0370273510263001,0.0230687201835447,0.7930792313486,0.994332615878878,0.651248681024432,0.842148118468417,0.44063008407225,0.635423495228342,0.987355017672654,0.456777742630548,0.914645256411512,0.348163324465919,0.231839577400202,0.175003182889798,0.577308784493739,0.543850623657929,0.173143044157273,0.235421496046098,0.102421002909093,0.143273831818449,0.219176794380583,0.0170325878960688,0.00134225789743761,0.00817080043716742,0.0126738361074379,0.011698896683874,0.00774952990469826,6.83332350691992e-05,9.4946155565615e-06,7.07740711228723e-06,4.527808715278e-05,4.91087624013318e-05,0.00634852997879307,6.09053017322986e-05,4.10005366551727e-05,1.2657830990637e-05,1.51704612109719e-05,1.12928858344576e-07,0.713615248297787,0.390328402831369,0.174143828301484,0.644723641171356,0.348257630179478,0.457042063817074,0.134676729049947,0.0652255839356208,0.0104302462605984,0.00471262249665218,0.00126240694038213,0.000847556345255399,0.11607724859477,0.00539553453958025,0.00502699537900307,0.000225596975025011,0.000192435432710951,4.05008476463421e-05,0.0157235172797932,0.0578970076755462,0.101682542040724,0.100552295196651,0.0967334327271802,0.176286704137748,0.0847374331497866,0.100247773166573,0.260845160649858,0.331225364267129,0.333310752449265,0.543507429517673,0.352664128261021,0.343836822603395,0.625569135904008,0.609487919481593,0.79428127994702,0.543866286699223,0.00689208387306652,0.0971311700561727,0.0391089112052257,0.103190534442239,0.100756136608011,0.110737821058639,0.0236687216848663,0.0427810049987184,0.124490861270748,0.138235408036244,0.217036863270242,0.288603924913403,0.164407405806538,0.332739523150801,0.638276466675516,0.770349353440503,0.822329401007263,0.969952313069478
d,1,a,0,2,0.267177629916938,0.416547481952977,NaN,0.66441186880092,0.342271193241685,0.256797782532429,0.789084694261594,0.400788880619114,0.46522102313188,0.718817898091625,0.400921304369575,0.327581165956559,0.675080512148465,0.919479033122348,0.717347653475027,0.578642045718657,0.937849247231617,0.92263549919932,0.0109244700311843,0.155425003639367,0.269081053255708,0.976338067128386,0.46357715615932,0.660019116405438,0.172348508409403,0.514714877211048,0.552121247936998,0.123527242589449,0.028889350442167,0.28374840067475,0.609573040913665,0.536694101804014,0.823855327536025,0.988461240059524,0.790324938100203,0.821710669764304,0.284470605907867,0.9278213517152,0.523561488845115,0.723649081527173,0.669038054761476,0.263281993872079,0.250237842365999,0.848413391320839,0.369801379869763,0.283923087978891,0.250788853070305,0.144589484697523,0.795371178174358,0.421064246556911,0.119530311734649,0.151579736015694,0.129957783441479,0.091238459248945,0.446600116067356,0.606118709004117,0.330971389118655,0.738597145411495,0.780961792129697,0.976054467122885,0.602126778112399,0.205612359762242,0.736507592375945,0.747972328346211,0.558489548880017,0.425222578248561,0.27443042433018,0.99035781573748,0.350678859496805,0.484035287493099,0.212463712746583,0.389868124134356,0.470927705191494,0.0661431353432275,0.00660341809875274,0.0291368543208186,0.0429830457760011,0.0474135768292639,0.0295947805392646,0.000432886856627385,8.83574068906975e-05,4.98167657708581e-05,0.00037382630415556,0.000371228068905958,0.024377669943245,0.000339773833969245,0.000283342681085998,0.000115220637545799,0.000142076846124339,1.89190265123358e-06,0.943928540775325,0.654960254789333,0.343917100861595,0.970292229638178,0.630885519532632,0.765370893167817,0.289616701134544,0.155095513901188,0.0400546767858518,0.0204763658615895,0.00739299467086278,0.00491230039153907,0.305932475139622,0.0169508196689236,0.0155411448508676,0.0011962805865485,0.00125726456453652,0.000307303828924213,0.00488429065216473,0.0188123468844366,0.034051219186962,0.0331586110340699,0.0317020036680402,0.0614155342594924,0.0277651744526087,0.033166855258381,0.0970801682181852,0.12908930856548,0.128205965214015,0.236317881613762,0.140338857576492,0.134974304277473,0.281717685983356,0.271573515960017,0.388387652339502,0.949496407134084,0.00215180280862098,0.0339803423015639,0.0124266801285364,0.0344515404881823,0.0337280265999934,0.0373381399017756,0.00738014350757865,0.0136219654937336,0.0427162285517793,0.0475003255855058,0.0794713444443902,0.110740783205922,0.0588908035215279,0.137385486899147,0.307069863835162,0.390102045362795,0.419775290590098,0.535763942160663
d,1,a,0,3,0.328189569406815,0.540058530920402,0.66441186880092,NaN,0.407383446679461,0.316489361109189,0.913017890531023,0.300962946898736,0.598605836780202,0.875429731339716,0.494581928726196,0.41893574905965,0.79118418892495,0.729216637881108,0.567855340294995,0.408470525575054,0.772269490136407,0.761656652388196,0.0128439464071121,0.201556497004222,0.336166633880175,0.854773713868569,0.517868819907553,0.751578296489214,0.232597162922764,0.663496063126121,0.670371237773051,0.126403741488723,0.0256474704319435,0.339462190262589,0.563624498806371,0.428126496611714,0.643034888036138,0.838434321301809,0.659830811427313,0.692623379325599,0.34536699671945,0.974681744080156,0.456264601548711,0.64115760031173,0.584865892726748,0.223502774163611,0.308633348492885,0.94733543979086,0.318057777691515,0.241270589636543,0.213074338988616,0.120588155082518,0.888809504321677,0.359474915612107,0.100442788923713,0.126452005522122,0.108138949641853,0.0749567264506838,0.513567503429915,0.682321447190205,0.39191263749943,0.821871440128707,0.709818207694752,0.94473727475893,0.682431238679294,0.252781861393311,0.806226810620576,0.663622965672243,0.48771771732515,0.370204349528658,0.331552326147197,0.914703364067778,0.311862696962448,0.43026849514996,0.188053582270064,0.335001407294375,0.416266917583075,0.0543717296704945,0.0052888023998582,0.0241004290138181,0.035766009565998,0.0387818822751754,0.0243149700913678,0.000339294562428233,6.772369646963e-05,3.87723432615941e-05,0.000288204943054745,0.000287667643647438,0.0200098357933633,0.000268729890171536,0.000220779581625587,8.83976342365134e-05,0.000108838989401993,1.43135036101289e-06,0.986356601081345,0.599142369629016,0.306847613428139,0.951257004145833,0.570957027843195,0.700919353329787,0.255392472197277,0.13478588494152,0.0329144408430677,0.0166093011827674,0.00584116759330849,0.00388206448988775,0.263394167536698,0.014195546306471,0.0130364714755077,0.000950592505187889,0.000983859462689136,0.000238075361472221,0.0073542843837523,0.0266921674359135,0.0472430305397752,0.0463612077110905,0.0444864559930979,0.083222599266243,0.0390311214160443,0.0462983118056064,0.127724609030228,0.166738935623335,0.166354202758035,0.293543730570061,0.179889970561052,0.173857853533279,0.345943441590382,0.334611097548007,0.465042792554828,0.866178440258664,0.00329860626927819,0.0462113529409486,0.017978918779392,0.0478610129247043,0.0468080834836766,0.0515861678764614,0.0109456931298315,0.0196543070811673,0.0584724450936281,0.0649108272423394,0.105363445074686,0.143971362100409,0.0789440325239068,0.173954261489665,0.369580293931278,0.462369411501233,0.496372855386187,0.619596476741618
d,1,a,0,5,0.486982426756856,0.919665876464333,0.342271193241685,0.407383446679461,NaN,0.457907272450511,0.603254871114061,0.23935215897607,0.715697723161934,0.340694045877713,0.858328661671847,0.902036780588536,0.719499550035136,0.228983869140712,0.0677270446778794,0.0151941741742882,0.0223199845048877,0.0333092205869229,0.00303035557413078,0.202752976518387,0.7328799788051,0.620442354384944,0.884612344165938,0.842148998868298,0.402934996758819,0.898996225050218,0.800286250267976,0.46088437124579,0.0299589738307663,0.510320195378665,0.401815592215959,0.319102911754286,0.216308757182165,0.399257533315242,0.173180448768308,0.149287478491327,0.493559720716003,0.559132377998336,0.167400284472772,0.282927953521509,0.210638227222254,0.0598083504661563,0.433567010573877,0.636552752151648,0.100744119084609,0.0647539561495315,0.0585142569910532,0.0254442840291847,0.735141223410598,0.0947425223568229,0.0253396295923163,0.0265830485756373,0.0221798825720799,0.0122900513572176,0.725833319592954,0.951427985317806,0.559858055242881,0.863050803515569,0.421075054481429,0.631458266836753,0.969052532318648,0.346406243938534,0.941496985656232,0.296571431048164,0.182355333283607,0.139488465581178,0.470254995120028,0.508994157132826,0.156164224359657,0.209924181383677,0.0916676574872998,0.10303105234922,0.190499116964783,0.00957503098888347,0.000659302967144103,0.005257382884829,0.00841103994148737,0.00640907212799663,0.00466334318577049,2.8192582065289e-05,2.4601005597657e-06,2.80948446654776e-06,1.29439382255084e-05,1.60817755816617e-05,0.00383296133115994,2.94047447276761e-05,1.54355800025965e-05,3.34294779473383e-06,3.76801188767258e-06,1.23125778131528e-08,0.721881769766822,0.379091050161875,0.15893122779227,0.642330139215707,0.329386528882593,0.445254848693761,0.118051413105028,0.0545097252644265,0.00614311378764685,0.00251360451658894,0.000488984497728879,0.000343697934232986,0.0879396647866456,0.00390733775005991,0.00368847177582218,0.000109838396154519,7.21518171078022e-05,1.33373599854865e-05,0.00197124944049358,0.0158961500512839,0.0346368448977256,0.0312369635170986,0.0287895607074836,0.0740410109524941,0.0250636578968273,0.0317930894361324,0.138830966752625,0.19961116793406,0.195768492717087,0.40764794872531,0.222205425515534,0.210869292622697,0.495662762056683,0.476524229019078,0.692574502450179,0.524645970001293,0.000721105173317112,0.040343332520859,0.00857136508759135,0.0345775333943142,0.0342369152274601,0.0392521511381605,0.00368725485893028,0.0096399129792946,0.048220888269025,0.0541359494593221,0.109066998644737,0.166338115152157,0.0759959732713806,0.220946809709948,0.531219652266347,0.677729832958469,0.734262141015318,0.912260385341655
d,1,a,0,7,0.649459798519575,0.804664997767915,0.256797782532429,0.316489361109189,0.457907272450511,NaN,0.361966750148639,0.177845831579225,0.396221187377574,0.223817288414904,0.44370548493663,0.429583375884816,0.469086387018722,0.148066821539115,0.0458467371171796,0.0212351039335472,0.0238133641555894,0.011037752155055,0.00433607783176473,0.255704193433172,0.872137063856051,0.525289610997126,0.869020364834054,0.628145684506008,0.537122645993979,0.753829579421838,0.57185109753383,0.73386808522783,0.128797062175186,0.955097763826124,0.311635093964828,0.246230570986953,0.133914278177013,0.308627100439053,0.133204588584048,0.0960341650137364,0.622421458604119,0.341278848048917,0.0807826439526574,0.14955612886492,0.08738875153003,0.0253792597595966,0.549524234919032,0.400152437228997,0.0462912529614943,0.0270223638354427,0.0257441069491215,0.00988765040958108,0.516386180966437,0.0332941424840993,0.0117256989398978,0.010198232259602,0.00858298834613646,0.00419372174354367,0.871350720432713,0.8814740429757,0.690180157002345,0.680431174165956,0.300277807694915,0.47808665625127,0.847278379455415,0.429989694148145,0.803179211373085,0.156847684816555,0.0877734012130956,0.0735535180010421,0.587171607892642,0.309088904115874,0.106516101807214,0.136056029057763,0.0632204602902601,0.0451481794686171,0.117517367973003,0.00365049417410494,0.000250575042851849,0.00249660549292619,0.0040730311723435,0.00243434272352412,0.00204726334545267,1.02981332399192e-05,6.75373654459601e-07,1.08178869250716e-06,3.52163624878762e-06,4.90149561943306e-06,0.00170541262080536,1.22814087347377e-05,5.33393854256614e-06,9.167339005691e-07,9.71520238430316e-07,2.3703890256372e-09,0.5917249348234,0.29097018295095,0.111060465109555,0.49069939170497,0.236451090871421,0.337660522409882,0.0772960182618185,0.0340460893780616,0.00258364698335591,0.000981234940215089,0.000144488713875276,0.000109598915383507,0.0443911656033688,0.00215972873419443,0.00207302128687371,4.43699365415436e-05,2.31300729550677e-05,4.12475976317722e-06,0.000737171275588431,0.0119881449994821,0.0296028772194079,0.024132966158347,0.0212871034086165,0.0711228207173167,0.019002989128994,0.0251950443973204,0.154568531620402,0.235657891743109,0.228353100807129,0.516499284960656,0.26689753484703,0.250752277443314,0.63462749328255,0.609773116347604,0.886431653089152,0.365178335699693,0.000268721402998478,0.0408047655126788,0.00541048378032048,0.0289701126508309,0.0292338911306759,0.034422138995665,0.00167864138944563,0.00616389378944343,0.0451882638976023,0.050496832908325,0.118373319411672,0.192763789853103,0.0795419852134971,0.268325177346304,0.666723503717014,0.849164590410049,0.923324055243112,0.878741064005237
